統計年月,區域別,姓氏,性別,人口數
10706,臺南市後壁區,周,女,208
10706,臺南市後壁區,蔡,男,198
10706,臺南市後壁區,蔡,女,244
10706,臺南市後壁區,徐,男,240
10706,臺南市後壁區,徐,女,200
10706,臺南市後壁區,鄭,男,163
10706,臺南市後壁區,鄭,女,169
10706,臺南市後壁區,葉,男,185
10706,臺南市後壁區,葉,女,135
10706,臺南市後壁區,沈,男,155
10706,臺南市後壁區,沈,女,160
10706,臺南市後壁區,劉,男,145
10706,臺南市後壁區,劉,女,155
10706,臺南市東山區,陳,男,1292
10706,臺南市東山區,陳,女,1100
10706,臺南市東山區,李,男,976
10706,臺南市東山區,李,女,814
10706,臺南市東山區,蘇,男,791
10706,臺南市東山區,蘇,女,648
10706,臺南市東山區,林,男,656
10706,臺南市東山區,林,女,668
10706,臺南市東山區,張,男,706
10706,臺南市東山區,張,女,593
10706,臺南市東山區,王,男,579
10706,臺南市東山區,王,女,489
10706,臺南市東山區,黃,男,456
10706,臺南市東山區,黃,女,400
10706,臺南市東山區,吳,男,436
10706,臺南市東山區,吳,女,420
10706,臺南市東山區,羅,男,408
10706,臺南市東山區,羅,女,277
10706,臺南市東山區,鄭,男,322
10706,臺南市東山區,鄭,女,236
10706,臺南市東山區,楊,男,222
10706,臺南市東山區,楊,女,222
10706,臺南市東山區,盧,男,248
10706,臺南市東山區,盧,女,175
10706,臺南市東山區,葉,男,225
10706,臺南市東山區,葉,女,172
10706,臺南市東山區,蔡,男,199
10706,臺南市東山區,蔡,女,195
10706,臺南市東山區,曾,男,217
10706,臺南市東山區,曾,女,156
10706,臺南市東山區,何,男,183
10706,臺南市東山區,何,女,156
10706,臺南市東山區,劉,男,151
10706,臺南市東山區,劉,女,143
10706,臺南市東山區,沈,男,154
10706,臺南市東山區,沈,女,123
10706,臺南市東山區,周,男,148
10706,臺南市東山區,周,女,127
10706,臺南市東山區,洪,男,143
10706,臺南市東山區,洪,女,119
10706,臺南市麻豆區,陳,男,3446
10706,臺南市麻豆區,陳,女,3209
10706,臺南市麻豆區,李,男,2911
10706,臺南市麻豆區,李,女,2507
10706,臺南市麻豆區,林,男,1877
10706,臺南市麻豆區,林,女,1779
10706,臺南市麻豆區,王,男,1849
10706,臺南市麻豆區,王,女,1685
10706,臺南市麻豆區,黃,男,1248
10706,臺南市麻豆區,黃,女,1282
10706,臺南市麻豆區,謝,男,1128
10706,臺南市麻豆區,謝,女,914
10706,臺南市麻豆區,吳,男,986
10706,臺南市麻豆區,吳,女,901
10706,臺南市麻豆區,郭,男,1000
10706,臺南市麻豆區,郭,女,878
10706,臺南市麻豆區,莊,男,776
10706,臺南市麻豆區,莊,女,626
10706,臺南市麻豆區,張,男,682
10706,臺南市麻豆區,張,女,720
10706,臺南市麻豆區,蔡,男,404
10706,臺南市麻豆區,蔡,女,475
10706,臺南市麻豆區,楊,男,400
10706,臺南市麻豆區,楊,女,465
10706,臺南市麻豆區,施,男,376
10706,臺南市麻豆區,施,女,326
10706,臺南市麻豆區,邱,男,354
10706,臺南市麻豆區,邱,女,346
10706,臺南市麻豆區,劉,男,346
10706,臺南市麻豆區,劉,女,327
10706,臺南市麻豆區,方,男,359
10706,臺南市麻豆區,方,女,299
10706,臺南市麻豆區,許,男,289
10706,臺南市麻豆區,許,女,347
10706,臺南市麻豆區,胡,男,249
10706,臺南市麻豆區,胡,女,248
10706,臺南市麻豆區,曾,男,208
10706,臺南市麻豆區,曾,女,235
10706,臺南市麻豆區,孫,男,231
10706,臺南市麻豆區,孫,女,204
10706,臺南市下營區,陳,男,1690
10706,臺南市下營區,陳,女,1557
10706,臺南市下營區,姜,男,1094
10706,臺南市下營區,姜,女,819
10706,臺南市下營區,顏,男,1030
10706,臺南市下營區,顏,女,754
10706,臺南市下營區,曾,男,784
10706,臺南市下營區,曾,女,598
10706,臺南市下營區,楊,男,659
10706,臺南市下營區,楊,女,579
10706,臺南市下營區,黃,男,586
10706,臺南市下營區,黃,女,610
10706,臺南市下營區,馮,男,659
10706,臺南市下營區,馮,女,454
10706,臺南市下營區,林,男,520
10706,臺南市下營區,林,女,571
10706,臺南市下營區,李,男,525
10706,臺南市下營區,李,女,565
10706,臺南市下營區,沈,男,604
10706,臺南市下營區,沈,女,446
10706,臺南市下營區,洪,男,519
10706,臺南市下營區,洪,女,448
10706,臺南市下營區,王,男,394
10706,臺南市下營區,王,女,409
10706,臺南市下營區,吳,男,381
10706,臺南市下營區,吳,女,371
10706,臺南市下營區,張,男,261
10706,臺南市下營區,張,女,341
10706,臺南市下營區,蔡,男,166
10706,臺南市下營區,蔡,女,185
10706,臺南市下營區,郭,男,147
10706,臺南市下營區,郭,女,191
10706,臺南市下營區,柯,男,182
10706,臺南市下營區,柯,女,155
10706,臺南市下營區,周,男,185
10706,臺南市下營區,周,女,151
10706,臺南市下營區,劉,男,131
10706,臺南市下營區,劉,女,143
10706,臺南市下營區,朱,男,152
10706,臺南市下營區,朱,女,119
10706,臺南市六甲區,陳,男,2137
10706,臺南市六甲區,陳,女,1849
10706,臺南市六甲區,黃,男,1171
10706,臺南市六甲區,黃,女,991
10706,臺南市六甲區,林,男,1013
10706,臺南市六甲區,林,女,864
10706,臺南市六甲區,蔡,男,716
10706,臺南市六甲區,蔡,女,604
10706,臺南市六甲區,李,男,487
10706,臺南市六甲區,李,女,503
10706,臺南市六甲區,王,男,430
10706,臺南市六甲區,王,女,418
10706,臺南市六甲區,張,男,369
10706,臺南市六甲區,張,女,371
10706,臺南市六甲區,吳,男,248
10706,臺南市六甲區,吳,女,341
10706,臺南市六甲區,許,男,312
10706,臺南市六甲區,許,女,260
10706,臺南市六甲區,楊,男,265
10706,臺南市六甲區,楊,女,278
10706,臺南市六甲區,顏,男,267
10706,臺南市六甲區,顏,女,224
10706,臺南市六甲區,胡,男,250
10706,臺南市六甲區,胡,女,220
10706,臺南市六甲區,洪,男,200
10706,臺南市六甲區,洪,女,174
10706,臺南市六甲區,郭,男,187
10706,臺南市六甲區,郭,女,177
10706,臺南市六甲區,何,男,204
10706,臺南市六甲區,何,女,159
10706,臺南市六甲區,劉,男,161
10706,臺南市六甲區,劉,女,165
10706,臺南市六甲區,尤,男,164
10706,臺南市六甲區,尤,女,133
10706,臺南市六甲區,毛,男,158
10706,臺南市六甲區,毛,女,136
10706,臺南市六甲區,鄭,男,134
10706,臺南市六甲區,鄭,女,141
10706,臺南市六甲區,沈,男,131
10706,臺南市六甲區,沈,女,134
10706,臺南市官田區,陳,男,1922
10706,臺南市官田區,陳,女,1694
10706,臺南市官田區,林,男,999
10706,臺南市官田區,林,女,855
10706,臺南市官田區,黃,男,671
10706,臺南市官田區,黃,女,694
10706,臺南市官田區,胡,男,708
10706,臺南市官田區,胡,女,527
10706,臺南市官田區,王,男,555
10706,臺南市官田區,王,女,554
10706,臺南市官田區,李,男,487
10706,臺南市官田區,李,女,496
10706,臺南市官田區,許,男,560
10706,臺南市官田區,許,女,422
10706,臺南市官田區,賴,男,437
10706,臺南市官田區,賴,女,349
10706,臺南市官田區,楊,男,328
10706,臺南市官田區,楊,女,325
10706,臺南市官田區,吳,男,270
10706,臺南市官田區,吳,女,318
10706,臺南市官田區,張,男,254
10706,臺南市官田區,張,女,296
10706,臺南市官田區,蔡,男,226
10706,臺南市官田區,蔡,女,260
10706,臺南市官田區,謝,男,215
10706,臺南市官田區,謝,女,185
10706,臺南市官田區,劉,男,190
10706,臺南市官田區,劉,女,208
10706,臺南市官田區,郭,男,168
10706,臺南市官田區,郭,女,149
10706,臺南市官田區,何,男,166
10706,臺南市官田區,何,女,143
10706,臺南市官田區,蘇,男,152
10706,臺南市官田區,蘇,女,133
10706,臺南市官田區,周,男,144
10706,臺南市官田區,周,女,125
10706,臺南市官田區,余,男,124
10706,臺南市官田區,余,女,91
10706,臺南市官田區,洪,男,104
10706,臺南市官田區,洪,女,108
10706,臺南市大內區,楊,男,1601
10706,臺南市大內區,楊,女,1099
10706,臺南市大內區,陳,男,543
10706,臺南市大內區,陳,女,463
10706,臺南市大內區,葉,男,413
10706,臺南市大內區,葉,女,271
10706,臺南市大內區,林,男,253
10706,臺南市大內區,林,女,259
10706,臺南市大內區,王,男,222
10706,臺南市大內區,王,女,197
10706,臺南市大內區,吳,男,206
10706,臺南市大內區,吳,女,185
10706,臺南市大內區,張,男,197
10706,臺南市大內區,張,女,169
10706,臺南市大內區,李,男,185
10706,臺南市大內區,李,女,159
10706,臺南市大內區,黃,男,128
10706,臺南市大內區,黃,女,141
10706,臺南市大內區,劉,男,122
10706,臺南市大內區,劉,女,106
10706,臺南市大內區,郭,男,83
10706,臺南市大內區,郭,女,74
10706,臺南市大內區,阮,男,79
10706,臺南市大內區,阮,女,67
10706,臺南市大內區,鄭,男,68
10706,臺南市大內區,鄭,女,76
10706,臺南市大內區,潘,男,74
10706,臺南市大內區,潘,女,66
10706,臺南市大內區,洪,男,68
10706,臺南市大內區,洪,女,65
10706,臺南市大內區,羅,男,71
10706,臺南市大內區,羅,女,56
10706,臺南市大內區,蘇,男,46
10706,臺南市大內區,蘇,女,53
10706,臺南市大內區,許,男,44
10706,臺南市大內區,許,女,51
10706,臺南市大內區,胡,男,41
10706,臺南市大內區,胡,女,51
10706,臺南市大內區,蔡,男,35
10706,臺南市大內區,蔡,女,55
10706,臺南市佳里區,黃,男,4741
10706,臺南市佳里區,黃,女,4237
10706,臺南市佳里區,陳,男,4385
10706,臺南市佳里區,陳,女,4414
10706,臺南市佳里區,林,男,2944
10706,臺南市佳里區,林,女,2770
10706,臺南市佳里區,楊,男,1607
10706,臺南市佳里區,楊,女,1490
10706,臺南市佳里區,吳,男,1326
10706,臺南市佳里區,吳,女,1487
10706,臺南市佳里區,王,男,1298
10706,臺南市佳里區,王,女,1427
10706,臺南市佳里區,李,男,1196
10706,臺南市佳里區,李,女,1276
10706,臺南市佳里區,蔡,男,989
10706,臺南市佳里區,蔡,女,1035
10706,臺南市佳里區,許,男,955
10706,臺南市佳里區,許,女,842
10706,臺南市佳里區,張,男,824
10706,臺南市佳里區,張,女,914
10706,臺南市佳里區,謝,男,733
10706,臺南市佳里區,謝,女,793
10706,臺南市佳里區,邱,男,733
10706,臺南市佳里區,邱,女,754
10706,臺南市佳里區,蘇,男,718
10706,臺南市佳里區,蘇,女,632
10706,臺南市佳里區,莊,男,618
10706,臺南市佳里區,莊,女,526
10706,臺南市佳里區,劉,男,456
10706,臺南市佳里區,劉,女,559
10706,臺南市佳里區,郭,男,481
10706,臺南市佳里區,郭,女,504
10706,臺南市佳里區,周,男,438
10706,臺南市佳里區,周,女,467
10706,臺南市佳里區,鄭,男,420
10706,臺南市佳里區,鄭,女,435
10706,臺南市佳里區,洪,男,309
10706,臺南市佳里區,洪,女,334
10706,臺南市佳里區,曾,男,294
10706,臺南市佳里區,曾,女,338
10706,臺南市學甲區,陳,男,2409
10706,臺南市學甲區,陳,女,2104
10706,臺南市學甲區,李,男,1995
10706,臺南市學甲區,李,女,1673
10706,臺南市學甲區,謝,男,1270
10706,臺南市學甲區,謝,女,958
10706,臺南市學甲區,王,男,863
10706,臺南市學甲區,王,女,773
10706,臺南市學甲區,郭,男,714
10706,臺南市學甲區,郭,女,577
10706,臺南市學甲區,黃,男,510
10706,臺南市學甲區,黃,女,557
10706,臺南市學甲區,吳,男,503
10706,臺南市學甲區,吳,女,554
10706,臺南市學甲區,莊,男,590
10706,臺南市學甲區,莊,女,461
10706,臺南市學甲區,林,男,477
10706,臺南市學甲區,林,女,534
10706,臺南市學甲區,賴,男,458
10706,臺南市學甲區,賴,女,359
10706,臺南市學甲區,劉,男,350
10706,臺南市學甲區,劉,女,300
10706,臺南市學甲區,周,男,285
10706,臺南市學甲區,周,女,274
10706,臺南市學甲區,邱,男,284
10706,臺南市學甲區,邱,女,272
10706,臺南市學甲區,楊,男,247
10706,臺南市學甲區,楊,女,261
10706,臺南市學甲區,蔡,男,200
10706,臺南市學甲區,蔡,女,254
10706,臺南市學甲區,張,男,156
10706,臺南市學甲區,張,女,218
10706,臺南市學甲區,洪,男,156
10706,臺南市學甲區,洪,女,210
10706,臺南市學甲區,許,男,138
10706,臺南市學甲區,許,女,173
10706,臺南市學甲區,羅,男,132
10706,臺南市學甲區,羅,女,132
10706,臺南市學甲區,蘇,男,119
10706,臺南市學甲區,蘇,女,121
10706,臺南市西港區,黃,男,1601
10706,臺南市西港區,黃,女,1483
10706,臺南市西港區,郭,男,1322
10706,臺南市西港區,郭,女,1077
10706,臺南市西港區,陳,男,971
10706,臺南市西港區,陳,女,1128
10706,臺南市西港區,蔡,男,1023
10706,臺南市西港區,蔡,女,885
10706,臺南市西港區,謝,男,1016
10706,臺南市西港區,謝,女,830
10706,臺南市西港區,林,男,664
10706,臺南市西港區,林,女,681
10706,臺南市西港區,王,男,586
10706,臺南市西港區,王,女,586
10706,臺南市西港區,李,男,520
10706,臺南市西港區,李,女,533
10706,臺南市西港區,徐,男,498
10706,臺南市西港區,徐,女,411
10706,臺南市西港區,劉,男,475
10706,臺南市西港區,劉,女,360
10706,臺南市西港區,吳,男,376
10706,臺南市西港區,吳,女,436
10706,臺南市西港區,方,男,379
10706,臺南市西港區,方,女,367
10706,臺南市西港區,張,男,256
10706,臺南市西港區,張,女,268
10706,臺南市西港區,曾,男,268
10706,臺南市西港區,曾,女,256
10706,臺南市西港區,楊,男,199
10706,臺南市西港區,楊,女,266
10706,臺南市西港區,邱,男,225
10706,臺南市西港區,邱,女,219
10706,臺南市西港區,鄭,男,182
10706,臺南市西港區,鄭,女,182
10706,臺南市西港區,周,男,179
10706,臺南市西港區,周,女,169
10706,臺南市西港區,莊,男,140
10706,臺南市西港區,莊,女,149
10706,臺南市西港區,許,男,111
10706,臺南市西港區,許,女,125
10706,臺南市七股區,黃,男,2873
10706,臺南市七股區,黃,女,2266
10706,臺南市七股區,陳,男,2224
10706,臺南市七股區,陳,女,1882
10706,臺南市七股區,吳,男,694
10706,臺南市七股區,吳,女,615
10706,臺南市七股區,王,男,504
10706,臺南市七股區,王,女,500
10706,臺南市七股區,林,男,426
10706,臺南市七股區,林,女,529
10706,臺南市七股區,邱,男,495
10706,臺南市七股區,邱,女,440
10706,臺南市七股區,張,男,450
10706,臺南市七股區,張,女,401
10706,臺南市七股區,許,男,397
10706,臺南市七股區,許,女,344
10706,臺南市七股區,蔡,男,385
10706,臺南市七股區,蔡,女,323
10706,臺南市七股區,楊,男,345
10706,臺南市七股區,楊,女,315
10706,臺南市七股區,李,男,290
10706,臺南市七股區,李,女,351
10706,臺南市七股區,莊,男,253
10706,臺南市七股區,莊,女,197
10706,臺南市七股區,蘇,男,230
10706,臺南市七股區,蘇,女,218
10706,臺南市七股區,周,男,231
10706,臺南市七股區,周,女,199
10706,臺南市七股區,曾,男,211
10706,臺南市七股區,曾,女,183
10706,臺南市七股區,郭,男,153
10706,臺南市七股區,郭,女,201
10706,臺南市七股區,謝,男,134
10706,臺南市七股區,謝,女,161
10706,臺南市七股區,鄭,男,102
10706,臺南市七股區,鄭,女,127
10706,臺南市七股區,洪,男,112
10706,臺南市七股區,洪,女,106
10706,臺南市七股區,劉,男,83
10706,臺南市七股區,劉,女,109
10706,臺南市將軍區,陳,男,1884
10706,臺南市將軍區,陳,女,1658
10706,臺南市將軍區,吳,男,1923
10706,臺南市將軍區,吳,女,1515
10706,臺南市將軍區,林,男,1115
10706,臺南市將軍區,林,女,972
10706,臺南市將軍區,黃,男,1040
10706,臺南市將軍區,黃,女,933
10706,臺南市將軍區,周,男,688
10706,臺南市將軍區,周,女,604
10706,臺南市將軍區,王,男,551
10706,臺南市將軍區,王,女,543
10706,臺南市將軍區,李,男,335
10706,臺南市將軍區,李,女,371
10706,臺南市將軍區,蔡,男,262
10706,臺南市將軍區,蔡,女,253
10706,臺南市將軍區,許,男,224
10706,臺南市將軍區,許,女,206
10706,臺南市將軍區,邱,男,164
10706,臺南市將軍區,邱,女,192
10706,臺南市將軍區,楊,男,165
10706,臺南市將軍區,楊,女,190
10706,臺南市將軍區,洪,男,181
10706,臺南市將軍區,洪,女,142
10706,臺南市將軍區,謝,男,149
10706,臺南市將軍區,謝,女,164
10706,臺南市將軍區,張,男,97
10706,臺南市將軍區,張,女,151
10706,臺南市將軍區,高,男,131
10706,臺南市將軍區,高,女,115
10706,臺南市將軍區,戴,男,116
10706,臺南市將軍區,戴,女,88
10706,臺南市將軍區,鄭,男,81
10706,臺南市將軍區,鄭,女,97
10706,臺南市將軍區,曾,男,76
10706,臺南市將軍區,曾,女,96
10706,臺南市將軍區,翁,男,78
10706,臺南市將軍區,翁,女,63
10706,臺南市將軍區,郭,男,45
10706,臺南市將軍區,郭,女,92
10706,臺南市北門區,王,男,706
10706,臺南市北門區,王,女,621
10706,臺南市北門區,陳,男,641
10706,臺南市北門區,陳,女,649
10706,臺南市北門區,洪,男,682
10706,臺南市北門區,洪,女,525
10706,臺南市北門區,吳,男,529
10706,臺南市北門區,吳,女,433
10706,臺南市北門區,林,男,327
10706,臺南市北門區,林,女,324
10706,臺南市北門區,侯,男,340
10706,臺南市北門區,侯,女,249
10706,臺南市北門區,郭,男,317
10706,臺南市北門區,郭,女,266
10706,臺南市北門區,李,男,218
10706,臺南市北門區,李,女,257
10706,臺南市北門區,蔡,男,233
10706,臺南市北門區,蔡,女,211
10706,臺南市北門區,曾,男,204
10706,臺南市北門區,曾,女,184
10706,臺南市北門區,黃,男,147
10706,臺南市北門區,黃,女,209
10706,臺南市北門區,邱,男,174
10706,臺南市北門區,邱,女,174
10706,臺南市北門區,凃,男,189
10706,臺南市北門區,凃,女,158
10706,臺南市北門區,許,男,126
10706,臺南市北門區,許,女,106
10706,臺南市北門區,劉,男,91
10706,臺南市北門區,劉,女,106
10706,臺南市北門區,顏,男,104
10706,臺南市北門區,顏,女,89
10706,臺南市北門區,楊,男,81
10706,臺南市北門區,楊,女,87
10706,臺南市北門區,張,男,52
10706,臺南市北門區,張,女,93
10706,臺南市北門區,謝,男,43
10706,臺南市北門區,謝,女,72
10706,臺南市北門區,賴,男,41
10706,臺南市北門區,賴,女,48
10706,臺南市新化區,林,男,3142
10706,臺南市新化區,林,女,2715
10706,臺南市新化區,陳,男,2188
10706,臺南市新化區,陳,女,2221
10706,臺南市新化區,黃,男,1749
10706,臺南市新化區,黃,女,1648
10706,臺南市新化區,蔡,男,1423
10706,臺南市新化區,蔡,女,1158
10706,臺南市新化區,李,男,1293
10706,臺南市新化區,李,女,1225
10706,臺南市新化區,王,男,944
10706,臺南市新化區,王,女,1005
10706,臺南市新化區,楊,男,953
10706,臺南市新化區,楊,女,818
10706,臺南市新化區,吳,男,803
10706,臺南市新化區,吳,女,835
10706,臺南市新化區,張,男,771
10706,臺南市新化區,張,女,757
10706,臺南市新化區,鄭,男,748
10706,臺南市新化區,鄭,女,678
10706,臺南市新化區,許,男,508
10706,臺南市新化區,許,女,533
10706,臺南市新化區,劉,男,421
10706,臺南市新化區,劉,女,449
10706,臺南市新化區,蘇,男,418
10706,臺南市新化區,蘇,女,392
10706,臺南市新化區,康,男,366
10706,臺南市新化區,康,女,311
10706,臺南市新化區,郭,男,295
10706,臺南市新化區,郭,女,349
10706,臺南市新化區,謝,男,244
10706,臺南市新化區,謝,女,276
10706,臺南市新化區,周,男,245
10706,臺南市新化區,周,女,250
10706,臺南市新化區,徐,男,259
10706,臺南市新化區,徐,女,221
10706,臺南市新化區,曾,男,231
10706,臺南市新化區,曾,女,213
10706,臺南市新化區,邱,男,164
10706,臺南市新化區,邱,女,198
10706,臺南市善化區,陳,男,2584
10706,臺南市善化區,陳,女,2637
10706,臺南市善化區,林,男,2136
10706,臺南市善化區,林,女,1929
10706,臺南市善化區,王,男,1882
10706,臺南市善化區,王,女,1756
10706,臺南市善化區,蘇,男,1940
10706,臺南市善化區,蘇,女,1540
10706,臺南市善化區,楊,男,1568
10706,臺南市善化區,楊,女,1427
10706,臺南市善化區,李,男,1408
10706,臺南市善化區,李,女,1351
10706,臺南市善化區,黃,男,1195
10706,臺南市善化區,黃,女,1261
10706,臺南市善化區,胡,男,1309
10706,臺南市善化區,胡,女,1019
10706,臺南市善化區,吳,男,929
10706,臺南市善化區,吳,女,960
10706,臺南市善化區,張,男,762
10706,臺南市善化區,張,女,803
10706,臺南市善化區,蔡,男,534
10706,臺南市善化區,蔡,女,614
10706,臺南市善化區,郭,男,474
10706,臺南市善化區,郭,女,497
10706,臺南市善化區,鄭,男,440
10706,臺南市善化區,鄭,女,446
10706,臺南市善化區,洪,男,459
10706,臺南市善化區,洪,女,426
10706,臺南市善化區,劉,男,409
10706,臺南市善化區,劉,女,476
10706,臺南市善化區,許,男,350
10706,臺南市善化區,許,女,404
10706,臺南市善化區,曾,男,290
10706,臺南市善化區,曾,女,294
10706,臺南市善化區,邱,男,274
10706,臺南市善化區,邱,女,296
10706,臺南市善化區,周,男,271
10706,臺南市善化區,周,女,297
10706,臺南市善化區,謝,男,228
10706,臺南市善化區,謝,女,245
10706,臺南市新市區,陳,男,2490
10706,臺南市新市區,陳,女,2326
10706,臺南市新市區,林,男,1603
10706,臺南市新市區,林,女,1567
10706,臺南市新市區,王,男,1192
10706,臺南市新市區,王,女,1166
10706,臺南市新市區,黃,男,1017
10706,臺南市新市區,黃,女,1011
10706,臺南市新市區,鄭,男,968
10706,臺南市新市區,鄭,女,865
10706,臺南市新市區,李,男,846
10706,臺南市新市區,李,女,852
10706,臺南市新市區,張,男,745
10706,臺南市新市區,張,女,744
10706,臺南市新市區,楊,男,729
10706,臺南市新市區,楊,女,748
10706,臺南市新市區,吳,男,689
10706,臺南市新市區,吳,女,746
10706,臺南市新市區,蔡,男,483
10706,臺南市新市區,蔡,女,494
10706,臺南市新市區,許,男,465
10706,臺南市新市區,許,女,485
10706,臺南市新市區,蘇,男,452
10706,臺南市新市區,蘇,女,443
10706,臺南市新市區,洪,男,369
10706,臺南市新市區,洪,女,380
10706,臺南市新市區,周,男,390
10706,臺南市新市區,周,女,333
10706,臺南市新市區,方,男,378
10706,臺南市新市區,方,女,278
10706,臺南市新市區,謝,男,314
10706,臺南市新市區,謝,女,335
10706,臺南市新市區,郭,男,312
10706,臺南市新市區,郭,女,294
10706,臺南市新市區,劉,男,278
10706,臺南市新市區,劉,女,312
10706,臺南市新市區,曾,男,306
10706,臺南市新市區,曾,女,263
10706,臺南市新市區,葉,男,275
10706,臺南市新市區,葉,女,275
10706,臺南市安定區,王,男,3534
10706,臺南市安定區,王,女,2612
10706,臺南市安定區,陳,男,1448
10706,臺南市安定區,陳,女,1489
10706,臺南市安定區,林,男,1082
10706,臺南市安定區,林,女,1048
10706,臺南市安定區,方,男,1181
10706,臺南市安定區,方,女,837
10706,臺南市安定區,黃,男,958
10706,臺南市安定區,黃,女,959
10706,臺南市安定區,鄭,男,733
10706,臺南市安定區,鄭,女,596
10706,臺南市安定區,吳,男,478
10706,臺南市安定區,吳,女,539
10706,臺南市安定區,張,男,482
10706,臺南市安定區,張,女,481
10706,臺南市安定區,蔡,男,437
10706,臺南市安定區,蔡,女,453
10706,臺南市安定區,李,男,421
10706,臺南市安定區,李,女,464
10706,臺南市安定區,郭,男,372
10706,臺南市安定區,郭,女,366
10706,臺南市安定區,蘇,男,365
10706,臺南市安定區,蘇,女,348
10706,臺南市安定區,楊,男,315
10706,臺南市安定區,楊,女,309
10706,臺南市安定區,梁,男,322
10706,臺南市安定區,梁,女,262
10706,臺南市安定區,謝,男,199
10706,臺南市安定區,謝,女,231
10706,臺南市安定區,劉,男,189
10706,臺南市安定區,劉,女,228
10706,臺南市安定區,許,男,179
10706,臺南市安定區,許,女,208
10706,臺南市安定區,翁,男,204
10706,臺南市安定區,翁,女,169
10706,臺南市安定區,葉,男,177
10706,臺南市安定區,葉,女,165
10706,臺南市安定區,莊,男,146
10706,臺南市安定區,莊,女,155
10706,臺南市山上區,陳,男,392
10706,臺南市山上區,陳,女,358
10706,臺南市山上區,田,男,366
10706,臺南市山上區,田,女,272
10706,臺南市山上區,李,男,276
10706,臺南市山上區,李,女,214
10706,臺南市山上區,林,男,245
10706,臺南市山上區,林,女,244
10706,臺南市山上區,楊,男,232
10706,臺南市山上區,楊,女,211
10706,臺南市山上區,吳,男,213
10706,臺南市山上區,吳,女,156
10706,臺南市山上區,張,男,196
10706,臺南市山上區,張,女,167
10706,臺南市山上區,王,男,153
10706,臺南市山上區,王,女,150
10706,臺南市山上區,黃,男,139
10706,臺南市山上區,黃,女,159
10706,臺南市山上區,周,男,133
10706,臺南市山上區,周,女,111
10706,臺南市山上區,凃,男,134
10706,臺南市山上區,凃,女,93
10706,臺南市山上區,余,男,94
10706,臺南市山上區,余,女,69
10706,臺南市山上區,郭,男,81
10706,臺南市山上區,郭,女,79
10706,臺南市山上區,許,男,83
10706,臺南市山上區,許,女,70
10706,臺南市山上區,劉,男,78
10706,臺南市山上區,劉,女,72
10706,臺南市山上區,汪,男,84
10706,臺南市山上區,汪,女,60
10706,臺南市山上區,蔡,男,68
10706,臺南市山上區,蔡,女,67
10706,臺南市山上區,鄭,男,74
10706,臺南市山上區,鄭,女,56
10706,臺南市山上區,洪,男,52
10706,臺南市山上區,洪,女,66
10706,臺南市山上區,戴,男,56
10706,臺南市山上區,戴,女,46
10706,臺南市玉井區,陳,男,688
10706,臺南市玉井區,陳,女,648
10706,臺南市玉井區,張,男,512
10706,臺南市玉井區,張,女,442
10706,臺南市玉井區,林,男,483
10706,臺南市玉井區,林,女,443
10706,臺南市玉井區,王,男,491
10706,臺南市玉井區,王,女,420
10706,臺南市玉井區,江,男,409
10706,臺南市玉井區,江,女,326
10706,臺南市玉井區,李,男,378
10706,臺南市玉井區,李,女,325
10706,臺南市玉井區,黃,男,299
10706,臺南市玉井區,黃,女,296
10706,臺南市玉井區,楊,男,245
10706,臺南市玉井區,楊,女,233
10706,臺南市玉井區,吳,男,227
10706,臺南市玉井區,吳,女,238
10706,臺南市玉井區,劉,男,237
10706,臺南市玉井區,劉,女,216
10706,臺南市玉井區,葉,男,205
10706,臺南市玉井區,葉,女,179
10706,臺南市玉井區,鄭,男,204
10706,臺南市玉井區,鄭,女,175
10706,臺南市玉井區,郭,男,171
10706,臺南市玉井區,郭,女,158
10706,臺南市玉井區,温,男,171
10706,臺南市玉井區,温,女,152
10706,臺南市玉井區,謝,男,151
10706,臺南市玉井區,謝,女,156
10706,臺南市玉井區,朱,男,147
10706,臺南市玉井區,朱,女,115
10706,臺南市玉井區,許,男,123
10706,臺南市玉井區,許,女,127
10706,臺南市玉井區,蔡,男,117
10706,臺南市玉井區,蔡,女,124
10706,臺南市玉井區,賴,男,103
10706,臺南市玉井區,賴,女,91
10706,臺南市玉井區,羅,男,90
10706,臺南市玉井區,羅,女,87
10706,臺南市楠西區,江,男,663
10706,臺南市楠西區,江,女,484
10706,臺南市楠西區,張,男,489
10706,臺南市楠西區,張,女,367
10706,臺南市楠西區,陳,男,409
10706,臺南市楠西區,陳,女,419
10706,臺南市楠西區,林,男,327
10706,臺南市楠西區,林,女,309
10706,臺南市楠西區,黃,男,214
10706,臺南市楠西區,黃,女,218
10706,臺南市楠西區,李,男,236
10706,臺南市楠西區,李,女,194
10706,臺南市楠西區,王,男,196
10706,臺南市楠西區,王,女,171
10706,臺南市楠西區,劉,男,173
10706,臺南市楠西區,劉,女,142
10706,臺南市楠西區,楊,男,143
10706,臺南市楠西區,楊,女,139
10706,臺南市楠西區,羅,男,148
10706,臺南市楠西區,羅,女,91
10706,臺南市楠西區,吳,男,110
10706,臺南市楠西區,吳,女,117
10706,臺南市楠西區,賴,男,128
10706,臺南市楠西區,賴,女,94
10706,臺南市楠西區,徐,男,116
10706,臺南市楠西區,徐,女,89
10706,臺南市楠西區,許,男,118
10706,臺南市楠西區,許,女,85
